,name,year,wine ID,rating,price,winery,ratings_count,country,flavor_1,flavor_1_count,flavor_2,flavor_2_count,flavor_3,flavor_3_count,flavor_4,flavor_4_count,flavor_5,flavor_5_count
158,Douro 2015,2015,81401,4.3,61.1591983354114,Quinta do Noval,179,pt,oak,110,black_fruit,101,earth,83,non_oak,64,spices,47
159,Colheita Port 1977,1977,1521009,4.4,147.2050386680084,Messias,177,pt,oak,128,non_oak,124,dried_fruit,86,earth,86,microbio,59
160,Optimus Estate Proprietary Red 2018,2018,89193,4.3,72.66538641949076,L'Aventure,176,pt,oak,180,black_fruit,161,earth,123,spices,104,non_oak,100
161,Esporão Private Selection Tinto 2016,2016,1803078,4.4,63.63483287963405,Esporão,169,pt,oak,152,earth,103,black_fruit,91,non_oak,81,spices,65
162,Vintage Port 2009,2009,1206377,4.3,73.96835196908162,Fonseca,166,pt,oak,186,black_fruit,158,non_oak,141,dried_fruit,117,red_fruit,94
163,Vintage Port 2003,2003,1206377,4.3,132.30111734307283,Fonseca,164,pt,oak,186,black_fruit,158,non_oak,141,dried_fruit,117,red_fruit,94
164,Colheita Porto 1980,1980,81181,4.6,92.891420873909,Royal Oporto,150,pt,oak,47,non_oak,44,dried_fruit,24,microbio,18,earth,16
165,Côte-Rôtie Les Bécasses  2017,2017,20637,4.0,64.3264069021092,M. Chapoutier,150,pt,oak,167,black_fruit,154,earth,138,spices,133,non_oak,115
166,Colheita Port 1976,1976,76372,4.5,133.26330728738608,Kopke,149,pt,non_oak,613,oak,602,dried_fruit,428,earth,280,microbio,230
167,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2007,2007,2038623,4.1,104.19715271958978,Château Belair-Monange,146,pt,oak,214,black_fruit,171,earth,164,non_oak,130,red_fruit,99
168,Vintage Porto 1983,1983,13303,4.3,120.27374303915713,Ramos Pinto,146,pt,oak,53,non_oak,39,black_fruit,34,dried_fruit,32,earth,31
169,Collection Privée Brut Champagne 2008,2008,4564914,4.1,61.28949489037048,Collet,143,pt,tree_fruit,23,microbio,22,non_oak,22,oak,19,earth,14
170,Porto Tawny 30 Years Old N.V.,N.V.,76402,4.2,76.17337059146618,Cálem,133,pt,dried_fruit,7,oak,7,non_oak,6,earth,3,microbio,2
171,Vintage Port 2016,2016,69744,4.5,105.40991296190128,Taylor's,133,pt,oak,457,non_oak,379,black_fruit,379,dried_fruit,305,spices,207
172,Meursault 2018,2018,79553,4.3,56.51863641648392,Chanson,132,pt,oak,64,microbio,51,tree_fruit,48,earth,46,non_oak,44
173,Auru 2009,2009,18474,4.4,102.13245346408424,Quinta do Portal,129,pt,oak,9,red_fruit,8,black_fruit,7,spices,7,non_oak,5
174,Vintage Port 2000,2000,1206377,4.5,129.2942737670939,Fonseca,128,pt,oak,186,black_fruit,158,non_oak,141,dried_fruit,117,red_fruit,94
175,Porto Aged Tawny 30 Years Old N.V.,N.V.,1509603,4.3,77.07542366425986,Quinta do Portal,119,pt,non_oak,6,oak,5,microbio,4,earth,4,dried_fruit,4
176,Porto White Colheita 2003,2003,4967750,4.2,58.13230913559261,Kopke,116,pt,non_oak,30,oak,27,citrus_fruit,21,earth,20,dried_fruit,14
177,Grand Vintage Rosé Brut Champagne 2013,2013,1122103,4.3,77.07542366425986,Moët & Chandon,115,pt,red_fruit,173,non_oak,122,microbio,94,oak,93,citrus_fruit,83
178,Quinta Da Gricha Douro 2012,2012,1467162,4.0,61.43983706916943,Churchill's,112,pt,oak,23,black_fruit,21,spices,17,non_oak,16,earth,12
179,Quinta da Touriga-Chã Douro 2018,2018,1182177,4.6,68.064915748243,Jorge Rosas,112,pt,oak,45,black_fruit,30,non_oak,30,earth,29,spices,25
180,Brut (Carte Jaune) Champagne N.V.,N.V.,1128385,4.3,111.48660805704424,Veuve Clicquot,120301,cl,tree_fruit,3871,citrus_fruit,3177,non_oak,2674,microbio,2503,oak,1837
181,Special Cuvée Brut Aÿ Champagne N.V.,N.V.,18929,4.3,52.39279640564565,Bollinger,56243,cl,tree_fruit,2799,non_oak,2391,microbio,2141,oak,1929,citrus_fruit,1891
182,Brut Premier Champagne N.V.,N.V.,74298,4.2,56.85270671895875,Louis Roederer,52131,cl,tree_fruit,2161,non_oak,1909,citrus_fruit,1859,microbio,1838,oak,1533
183,Brut (Réserve) Champagne N.V.,N.V.,1129619,4.2,84.72714617716562,Taittinger,44725,cl,tree_fruit,2091,citrus_fruit,1702,non_oak,1697,microbio,1354,oak,1319
184,La Cuvée Brut Champagne N.V.,N.V.,5552281,4.1,85.8421237554939,Laurent-Perrier,41994,cl,citrus_fruit,1998,tree_fruit,1797,non_oak,1459,microbio,1264,oak,1163
185,Brut Cuvée Champagne Rosé N.V.,N.V.,8305,4.4,125.9813165753118,Laurent-Perrier,35525,cl,red_fruit,1473,microbio,715,non_oak,704,citrus_fruit,700,oak,547
186,Blanc de Blancs Brut Champagne N.V.,N.V.,1857637,4.4,130.4412268886249,Ruinart,33656,cl,tree_fruit,1167,citrus_fruit,1096,microbio,999,non_oak,982,oak,844
187,Impérial Rosé Brut Champagne N.V.,N.V.,1122092,4.1,108.1416753220594,Moët & Chandon,29278,cl,red_fruit,1075,citrus_fruit,501,microbio,492,non_oak,420,tree_fruit,385
188,Classic Brut Champagne N.V.,N.V.,1178663,4.1,55.73772914063048,Deutz,26059,cl,tree_fruit,1165,citrus_fruit,956,non_oak,890,microbio,764,oak,704
189,Brut Rosé Champagne N.V.,N.V.,23051,4.3,113.71656321370078,Veuve Clicquot,20807,cl,red_fruit,1048,citrus_fruit,529,microbio,485,non_oak,430,oak,348
190,Nectar Impérial (Demi-Sec) Champagne N.V.,N.V.,19919,4.2,94.7619443821201,Moët & Chandon,17407,cl,tree_fruit,427,earth,274,microbio,186,citrus_fruit,185,non_oak,149
191,Ice Impérial (Demi-Sec) Champagne N.V.,N.V.,1161252,4.2,95.8769219604484,Moët & Chandon,15869,cl,tree_fruit,293,citrus_fruit,234,spices,181,red_fruit,147,earth,104
192,Demi-Sec Champagne N.V.,N.V.,1137736,4.3,76.9223031288677,Veuve Clicquot,7455,cl,tree_fruit,202,citrus_fruit,135,oak,104,non_oak,104,earth,93
193,Brut Réserve Champagne N.V.,N.V.,2407103,4.2,61.31261703227185,Bérêche & Fils,5769,cl,tree_fruit,364,non_oak,290,oak,257,microbio,238,citrus_fruit,234
194,Nocturne Champagne (Sec) N.V.,N.V.,1202326,4.1,52.39279640564565,Taittinger,4229,cl,tree_fruit,202,microbio,147,non_oak,129,oak,119,citrus_fruit,95
195,Réserve Brut Champagne N.V.,N.V.,1891496,3.8,55.73772914063048,Royer,1126,cl,tree_fruit,22,citrus_fruit,16,oak,9,earth,8,non_oak,8
196,Extra Dry Pop Champagne N.V.,N.V.,6707,3.6,62.42759461060013,Pommery,852,cl,tree_fruit,39,citrus_fruit,37,microbio,31,oak,25,non_oak,24
197,Rich Champagne N.V.,N.V.,5610986,4.0,90.302034068807,Veuve Clicquot,572,cl,citrus_fruit,29,earth,25,tree_fruit,24,spices,14,non_oak,13
198,Brut Cuvée Champagne Rosé N.V.,N.V.,8305,4.4,65.03802654842421,Laurent-Perrier,35525,at,red_fruit,1473,microbio,715,non_oak,704,citrus_fruit,700,oak,547
199,Blanc de Blancs Brut Champagne N.V.,N.V.,1857637,4.4,70.05945532030903,Ruinart,33656,at,tree_fruit,1167,citrus_fruit,1096,microbio,999,non_oak,982,oak,844
200,Brut Rosé Champagne N.V.,N.V.,1211816,4.4,57.029799824400335,Billecart-Salmon,21461,at,red_fruit,1316,citrus_fruit,761,microbio,683,non_oak,602,tree_fruit,601
201,Brut Rosé Champagne N.V.,N.V.,1148298,4.3,73.06629889628795,Ruinart,19429,at,red_fruit,835,microbio,396,non_oak,395,citrus_fruit,381,oak,323
202,Nectar Impérial (Demi-Sec) Champagne N.V.,N.V.,19919,4.2,56.73913827872237,Moët & Chandon,17407,at,tree_fruit,427,earth,274,microbio,186,citrus_fruit,185,non_oak,149
203,Ice Impérial (Demi-Sec) Champagne N.V.,N.V.,1161252,4.2,55.12546555961368,Moët & Chandon,15869,at,tree_fruit,293,citrus_fruit,234,spices,181,red_fruit,147,earth,104
204,Amarone della Valpolicella Classico 2012,2012,7103,4.3,59.33504656598418,Tommasi,12242,at,oak,2316,black_fruit,1651,red_fruit,1511,earth,1422,non_oak,1251
205,Rosé Brut Champagne N.V.,N.V.,1152435,4.3,62.97332729291868,Bollinger,12133,at,red_fruit,688,non_oak,431,microbio,356,oak,339,citrus_fruit,294
206,20 Year Old Tawny Port N.V.,N.V.,1153679,4.4,50.013831480449504,W. & J. Graham's,11865,at,oak,760,non_oak,759,dried_fruit,516,microbio,361,earth,306
207,I Gran Reserva 2001,2001,2061837,4.0,80.08226724023878,Bodegas Faustino,11725,at,oak,3764,earth,2564,non_oak,2517,spices,2031,red_fruit,2011
208,Première Cuvée Extra Brut Champagne N.V.,N.V.,1245747,4.1,52.11862198363475,Bruno Paillard,10067,at,citrus_fruit,404,non_oak,353,microbio,352,tree_fruit,351,oak,308
209,Blason Rosé Brut Champagne N.V.,N.V.,1987886,4.2,55.02523744041439,Perrier-Jouët,8704,at,red_fruit,291,citrus_fruit,159,microbio,142,non_oak,140,tree_fruit,138
210,Brunello di Montalcino 2013,2013,22917,4.2,81.86632776198628,Banfi,8529,at,oak,2173,earth,1816,red_fruit,1626,non_oak,1409,spices,1029
211,20 Year Old Tawny Port N.V.,N.V.,1155355,4.3,50.013831480449504,Taylor's,8504,at,oak,606,non_oak,586,dried_fruit,390,earth,224,microbio,205
212,Paso Robles Cabernet Sauvignon 2019,2019,5866389,4.5,70.6608240355048,Austin Hope,8416,at,oak,3242,black_fruit,2405,non_oak,2279,spices,1946,red_fruit,1530
213,Tignanello 2017,2017,1652,4.6,88.20074489538189,Antinori,7769,at,oak,4700,earth,3827,black_fruit,3166,non_oak,3010,red_fruit,2776
214,ARTEMIS Cabernet Sauvignon 2017,2017,1107336,4.5,86.29426924970292,Stag's Leap Wine Cellars,7315,at,oak,3770,black_fruit,2861,non_oak,2249,spices,1920,earth,1882
215,Red Blend 2018,2018,7069,4.4,73.1164129558876,The Prisoner,7270,at,oak,4632,black_fruit,3347,non_oak,2926,red_fruit,2654,spices,2651
216,Amarone della Valpolicella Classico 2010,2010,7103,4.4,61.560110812208585,Tommasi,6637,at,oak,2316,black_fruit,1651,red_fruit,1511,earth,1422,non_oak,1251
217,Brut Tradition Champagne Grand Cru 'Ambonnay' N.V.,N.V.,81855,4.3,85.79527003459874,Egly-Ouriet,6219,at,non_oak,314,microbio,305,tree_fruit,305,oak,285,citrus_fruit,230
218,Tignanello 2018,2018,1652,4.7,119.77260244316064,Antinori,6198,at,oak,4700,earth,3827,black_fruit,3166,non_oak,3010,red_fruit,2776
219,Guidalberto 2016,2016,5080,4.2,84.84310290220542,Tenuta San Guido,6160,at,oak,1732,black_fruit,1426,earth,1279,red_fruit,1129,non_oak,1116
220,Longitude Blanc de Blancs Champagne Premier Cru N.V.,N.V.,2057239,4.2,51.116340791641775,Larmandier-Bernier,6057,at,tree_fruit,277,citrus_fruit,252,non_oak,250,microbio,237,oak,235
221,Reserva 2015,2015,49644,3.9,56.02751863240736,Cune (CVNE),5966,at,oak,1415,non_oak,882,black_fruit,769,earth,768,spices,765
222,Amarone della Valpolicella Classico 2011,2011,7103,4.3,56.989708576720616,Tommasi,5390,at,oak,2316,black_fruit,1651,red_fruit,1511,earth,1422,non_oak,1251
223,Knights Valley Cabernet Sauvignon 2018,2018,73660,4.2,50.615200195645286,Beringer,5308,at,oak,2273,black_fruit,1986,non_oak,1337,spices,1208,red_fruit,1158
224,Cabernet Sauvignon 2013,2013,2425,3.8,70.2899799944674,Robert Mondavi Winery,5298,at,oak,1946,black_fruit,1629,non_oak,1071,earth,1030,spices,982
225,Valbuena 5º 2007,2007,1175427,4.6,102.73382217928004,Vega Sicilia,5205,at,oak,1691,non_oak,1190,earth,1183,black_fruit,1045,spices,911
226,Rioja Gran Reserva 904 2009,2009,7972,4.4,79.68135476344159,La Rioja Alta,5174,at,oak,3096,earth,2221,non_oak,2187,spices,1721,red_fruit,1633
227,Blanc de Blancs Brut Champagne Grand Cru N.V.,N.V.,15617,4.4,63.04348697635819,Billecart-Salmon,5153,at,non_oak,292,microbio,268,oak,256,tree_fruit,240,citrus_fruit,230
228,Ca'Marcanda Promis Toscana 2016,2016,1736416,4.1,90.30553539856714,Gaja,5143,at,oak,1284,black_fruit,1056,earth,1007,red_fruit,832,non_oak,751
229,Rouge (Gaston Hochar) 2007,2007,75190,4.2,60.08675745997891,Château Musar,5026,at,oak,5091,earth,4727,non_oak,3418,black_fruit,3064,red_fruit,2837
230,Ribera del Duero 2016,2016,77171,4.6,89.20302608737487,Alión,4928,at,oak,1902,non_oak,1345,black_fruit,1337,earth,1239,spices,1018
231,Valbuena 5º 2013,2013,1175427,4.6,116.7657588671817,Vega Sicilia,4890,at,oak,1691,non_oak,1190,earth,1183,black_fruit,1045,spices,911
232,Blanc de Blancs Champagne N.V.,N.V.,1151126,4.1,50.1140595996488,Henriot,4827,at,tree_fruit,255,non_oak,220,microbio,208,citrus_fruit,203,oak,198
233,Les Vignes de Vrigny Brut Champagne Premier Cru N.V.,N.V.,81858,4.3,69.15740224751535,Egly-Ouriet,4798,at,non_oak,260,tree_fruit,248,oak,228,microbio,218,citrus_fruit,171
234,Terroirs Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize' N.V.,N.V.,2326289,4.2,63.14371509555749,Agrapart & Fils,4786,at,tree_fruit,248,citrus_fruit,227,earth,198,oak,185,non_oak,183
235,Rouge (Gaston Hochar) 2006,2006,75190,4.3,145.33077283898152,Château Musar,4774,at,oak,5091,earth,4727,non_oak,3418,black_fruit,3064,red_fruit,2837
236,Rouge (Gaston Hochar) 2005,2005,75190,4.3,64.64713688354695,Château Musar,4689,at,oak,5091,earth,4727,non_oak,3418,black_fruit,3064,red_fruit,2837
237,Rioja Gran Reserva 904 2007,2007,7972,4.4,79.1802141674451,La Rioja Alta,4405,at,oak,3096,earth,2221,non_oak,2187,spices,1721,red_fruit,1633
238,Rouge (Gaston Hochar) 2003,2003,75190,4.2,65.09816341994379,Château Musar,4292,at,oak,5091,earth,4727,non_oak,3418,black_fruit,3064,red_fruit,2837
239,La Grande Année Brut Champagne 2007,2007,18931,4.5,106.14157823205616,Bollinger,4233,at,non_oak,1341,oak,1232,microbio,1179,tree_fruit,1138,earth,858
240,Brunello di Montalcino 2012,2012,22175,4.2,98.22355681531164,Tenuta Il Poggione,4180,at,oak,2016,earth,1833,red_fruit,1644,non_oak,1286,black_fruit,929
241,7 Crus Brut Champagne Grand Cru 'Avize' N.V.,N.V.,2211808,4.2,59.13459032758559,Agrapart & Fils,4116,at,tree_fruit,208,citrus_fruit,189,non_oak,183,oak,171,microbio,159
242,Napa Valley Cabernet Sauvignon 2017,2017,3475,4.4,106.66276445189251,Duckhorn,4113,at,oak,1747,black_fruit,1303,non_oak,994,spices,850,red_fruit,828
243,Rouge (Gaston Hochar) 2008,2008,75190,4.3,60.08675745997891,Château Musar,4079,at,oak,5091,earth,4727,non_oak,3418,black_fruit,3064,red_fruit,2837
244,Pauillac (Grand Cru Classé) 2011,2011,79262,4.3,135.30796091905177,Château Lynch-Bages,4053,at,oak,2516,earth,2306,black_fruit,2038,non_oak,1737,spices,776
245,Las Alturas Vineyard Pinot Noir 2018,2018,15239,4.4,66.13051304769655,Belle Glos,4016,at,oak,1727,red_fruit,1400,black_fruit,1186,non_oak,1155,spices,1054
246,Napa Valley Merlot 2017,2017,3474,4.3,64.64713688354695,Duckhorn,4008,at,oak,1710,black_fruit,1596,red_fruit,1227,non_oak,1063,spices,924
247,Toro 2016,2016,77172,4.5,57.63116853959612,Pintia,4002,at,oak,1833,black_fruit,1309,non_oak,1236,earth,1217,spices,967
248,Ca'Marcanda Promis Toscana 2017,2017,1736416,4.1,65.03802654842421,Gaja,3982,at,oak,1284,black_fruit,1056,earth,1007,red_fruit,832,non_oak,751
249,Rouge (Gaston Hochar) 2009,2009,75190,4.2,57.07991388399999,Château Musar,3813,at,oak,5091,earth,4727,non_oak,3418,black_fruit,3064,red_fruit,2837
250,Cabernet Sauvignon 2018,2018,2425,4.1,63.05350978827812,Robert Mondavi Winery,3788,at,oak,1946,black_fruit,1629,non_oak,1071,earth,1030,spices,982
251,Grand Cellier Brut Champagne Premier Cru N.V.,N.V.,1265998,4.3,50.1140595996488,Vilmart & Cie,3643,at,citrus_fruit,250,tree_fruit,225,non_oak,197,microbio,191,oak,177
252,Harmonium Nero d'Avola 2013,2013,82714,4.2,73.06629889628795,Firriato,3640,at,oak,229,earth,181,black_fruit,178,non_oak,176,red_fruit,125
253,Rioja Reserva 2012,2012,89013,4.2,70.05945532030903,Remelluri,3625,at,oak,1009,earth,705,non_oak,657,black_fruit,556,spices,536
254,Rouge (Gaston Hochar) 2004,2004,75190,4.2,60.08675745997891,Château Musar,3579,at,oak,5091,earth,4727,non_oak,3418,black_fruit,3064,red_fruit,2837
255,Milla Cala 2017,2017,4669239,4.4,50.1140595996488,Viña Vik Winery,3535,at,oak,595,black_fruit,464,non_oak,416,spices,405,earth,313
256,Amarone della Valpolicella Classico 2013,2013,8195,4.2,51.51725326843896,Allegrini,3464,at,oak,945,black_fruit,806,earth,680,non_oak,649,dried_fruit,608
257,Chateau Buena Vista Cabernet Sauvignon Napa Valley 2018,2018,5261,4.4,68.28251237946291,Buena Vista,3422,at,oak,755,black_fruit,588,non_oak,468,red_fruit,429,spices,424
258,Brunello di Montalcino 2016,2016,73468,4.2,54.29357217025951,Col d'Orcia,3410,at,oak,1536,earth,1372,red_fruit,1133,non_oak,961,spices,625
259,Brut Sous Bois Champagne N.V.,N.V.,1364886,4.3,64.14599628755046,Billecart-Salmon,3398,at,oak,305,microbio,247,non_oak,246,citrus_fruit,179,tree_fruit,156
260,Prado Enea Gran Reserva 2011,2011,1126125,4.4,60.03664340037926,Muga,3341,at,oak,1389,earth,994,non_oak,950,black_fruit,792,spices,720
261,Réserve Brut Champagne N.V.,N.V.,3873573,4.0,56.528659228403846,Leclerc Briant,3330,at,tree_fruit,185,non_oak,168,microbio,160,oak,131,citrus_fruit,128
262,Paso Robles Cabernet Sauvignon 2020,2020,5866389,4.5,83.6904795314135,Austin Hope,3328,at,oak,3242,black_fruit,2405,non_oak,2279,spices,1946,red_fruit,1530
263,Brut Millésimé Champagne 2008,2008,1657892,4.3,56.799275150241954,Laurent-Perrier,3277,at,non_oak,500,citrus_fruit,479,tree_fruit,449,microbio,416,oak,402
264,Rouge (Gaston Hochar) 2013,2013,75190,4.2,86.19618251139593,Château Musar,3264,at,oak,5091,earth,4727,non_oak,3418,black_fruit,3064,red_fruit,2837
265,Rosé Réserve N.V.,N.V.,1160321,4.2,54.925009321215086,Charles Heidsieck,3256,at,red_fruit,334,non_oak,225,microbio,223,oak,193,citrus_fruit,139
266,30 Year Old Tawny Port N.V.,N.V.,1488696,4.5,74.66994880347671,W. & J. Graham's,3203,at,oak,233,non_oak,225,earth,126,dried_fruit,121,microbio,100
267,Castello della Sala Cervaro della Sala 2018,2018,1688,4.5,70.15968343950833,Antinori,3172,at,oak,1391,microbio,952,non_oak,729,earth,719,tree_fruit,716
268,Saint-Julien (Grand Cru Classé) 2010,2010,79273,4.3,98.22355681531164,Château Talbot,3139,at,oak,1937,earth,1667,black_fruit,1453,non_oak,1253,spices,657
269,Brunello di Montalcino 2013,2013,9710,4.4,53.02067505642843,Casanova di Neri,3136,at,oak,1110,earth,964,red_fruit,896,non_oak,713,black_fruit,505
270,Cabernet Sauvignon 2012,2012,1135069,4.5,115.2122230195926,Don Melchor,3107,at,oak,1625,black_fruit,1280,earth,1214,non_oak,1066,spices,722
271,Clos Apalta 2010,2010,13759,4.5,116.93614666982052,Clos Apalta,3087,at,oak,881,black_fruit,817,non_oak,577,earth,554,spices,507
272,Mas La Plana Cabernet Sauvignon 2013,2013,1161798,4.3,63.47446788891517,Familia Torres,3003,at,oak,1055,black_fruit,811,earth,763,non_oak,710,spices,570
273,Château Giscours (Grand Cru Classé) 2012,2012,13689,4.2,70.15968343950833,Château Giscours,2972,at,oak,1807,earth,1520,black_fruit,1468,non_oak,1172,spices,702
274,Almaviva 2015,2015,4086,4.6,142.32392926300258,Almaviva,2909,at,oak,1069,black_fruit,888,non_oak,752,earth,704,spices,624
275,Rosé Majeur Brut Champagne N.V.,N.V.,1898977,4.0,54.794712766256,Ayala,2893,at,red_fruit,137,citrus_fruit,92,microbio,77,non_oak,68,tree_fruit,65
276,Ribera del Duero 2017,2017,77171,4.6,73.16652701548725,Alión,2884,at,oak,1902,non_oak,1345,black_fruit,1337,earth,1239,spices,1018
277,Pauillac (Grand Cru Classé) 2010,2010,4091,4.2,69.04715131639611,Château d'Armailhac,2849,at,oak,1439,earth,1247,black_fruit,1209,non_oak,946,spices,547
278,Château Giscours (Grand Cru Classé) 2009,2009,13689,4.3,105.23952515926248,Château Giscours,2841,at,oak,1807,earth,1520,black_fruit,1468,non_oak,1172,spices,702
279,Amarone della Valpolicella Classico 2012,2012,1136029,4.2,103.56571556863422,Cesari,2823,at,oak,718,black_fruit,515,earth,513,red_fruit,470,non_oak,391
280,Alexander Valley Cabernet Sauvignon 2017,2017,1135641,4.5,92.81123837854958,Silver Oak,2822,at,oak,2798,black_fruit,1557,non_oak,1433,earth,1298,spices,1189
281,Mas La Plana Cabernet Sauvignon 2010,2010,1161798,4.2,69.15740224751535,Familia Torres,2822,at,oak,1055,black_fruit,811,earth,763,non_oak,710,spices,570
282,Pian delle Vigne Brunello di Montalcino 2015,2015,1675,4.3,53.02067505642843,Antinori,2806,at,oak,1164,earth,1015,red_fruit,916,non_oak,722,black_fruit,550
283,Pauillac (Grand Cru Classé) 2012,2012,14362,4.4,108.5771215285991,Château Pontet-Canet,2802,at,oak,2621,black_fruit,2487,earth,2300,non_oak,1711,spices,1020
284,Pauillac (Grand Cru Classé) 2011,2011,14362,4.4,85.19390131940295,Château Pontet-Canet,2799,at,oak,2621,black_fruit,2487,earth,2300,non_oak,1711,spices,1020
285,Château Giscours (Grand Cru Classé) 2010,2010,13689,4.3,90.20530727936784,Château Giscours,2791,at,oak,1807,earth,1520,black_fruit,1468,non_oak,1172,spices,702
286,Flor de Pingus 2014,2014,79814,4.5,125.285148999122,Dominio de Pingus,2777,at,oak,806,black_fruit,590,non_oak,583,earth,526,spices,446
287,Ca'Marcanda Magari 2015,2015,1178883,4.2,99.37618018610355,Gaja,2771,at,oak,662,black_fruit,571,earth,487,non_oak,413,red_fruit,404
288,Valbuena 5º 2016,2016,1175427,4.7,144.32849164698854,Vega Sicilia,2769,at,oak,1691,non_oak,1190,earth,1183,black_fruit,1045,spices,911
289,Saint-Julien (Grand Cru Classé) 2010,2010,97051,4.2,69.14737943559541,Château Lagrange,2714,at,oak,1454,black_fruit,1218,earth,1140,non_oak,939,spices,564
290,Viña Tondonia Reserva 2001,2001,9119,4.0,149.33989760695343,R. López de Heredia,2702,at,oak,3822,earth,2985,non_oak,2578,red_fruit,2313,spices,1979
291,Pauillac (Grand Cru Classé) 2008,2008,79262,4.3,130.29655495908688,Château Lynch-Bages,2697,at,oak,2516,earth,2306,black_fruit,2038,non_oak,1737,spices,776
292,Proprietary Red 2016,2016,3960216,4.2,100.0,Paraduxx,2684,at,oak,688,black_fruit,533,red_fruit,424,non_oak,400,spices,363
293,Pure Extra Brut Champagne N.V.,N.V.,11785,4.1,57.72137384687549,Pol Roger,2672,at,tree_fruit,140,citrus_fruit,127,non_oak,121,microbio,86,oak,83
294,Haut-Médoc (Grand Cru Classé) 2010,2010,13793,4.0,56.81932077408181,Château Cantemerle,2666,at,oak,1575,black_fruit,1402,earth,1327,non_oak,1054,spices,701
295,Flor de Pingus 2015,2015,79814,4.5,125.285148999122,Dominio de Pingus,2661,at,oak,806,black_fruit,590,non_oak,583,earth,526,spices,446
296,Pauillac (Grand Cru Classé) 2012,2012,4091,4.1,73.49727980884494,Château d'Armailhac,2636,at,oak,1439,earth,1247,black_fruit,1209,non_oak,946,spices,547
297,Bin 389 Cabernet - Shiraz 2018,2018,24056,4.3,60.07673464805898,Penfolds,2618,at,oak,2191,black_fruit,1812,spices,1329,non_oak,1205,earth,1090
298,Hommage à François Hémart Brut Aÿ Champagne N.V.,N.V.,1214608,4.1,65.14827747954344,Henri Giraud,2610,at,oak,97,non_oak,88,tree_fruit,84,microbio,82,citrus_fruit,79
299,Château Giscours (Grand Cru Classé) 2011,2011,13689,4.2,69.15740224751535,Château Giscours,2610,at,oak,1807,earth,1520,black_fruit,1468,non_oak,1172,spices,702
300,Extra Brut Extra Old Champagne N.V.,N.V.,5445749,4.3,70.15968343950833,Veuve Clicquot,2594,at,citrus_fruit,141,tree_fruit,136,non_oak,131,oak,120,microbio,102
301,Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2017,2017,1654,4.3,76.37382682986477,Antinori,2593,at,oak,1759,red_fruit,1360,earth,1310,non_oak,1146,spices,936
302,Saint-Julien (Grand Cru Classé) 2011,2011,79273,4.2,116.2646182711852,Château Talbot,2592,at,oak,1937,earth,1667,black_fruit,1453,non_oak,1253,spices,657
303,Flor de Pingus 2010,2010,79814,4.5,125.285148999122,Dominio de Pingus,2592,at,oak,806,black_fruit,590,non_oak,583,earth,526,spices,446
