,name,year,wine ID,rating,price,winery,ratings_count,country,flavor_1,flavor_1_count,flavor_2,flavor_2_count,flavor_3,flavor_3_count,flavor_4,flavor_4_count,flavor_5,flavor_5_count
1508,Nuits-Saint-Georges 2018,2018,82974,4.1,50.1140595996488,Domaine Henri Gouges,120,fr,red_fruit,151,earth,124,oak,97,non_oak,53,microbio,52
1509,Pomerol 2013,2013,1099538,4.2,98.22355681531164,Château Latour à Pomerol,120,fr,oak,303,earth,265,black_fruit,245,non_oak,165,red_fruit,160
1510,Haut-Médoc 1988,1988,1161268,4.1,60.08675745997891,Château Sociando-Mallet,120,fr,oak,1170,earth,1049,black_fruit,921,non_oak,784,spices,486
1511,Cuvée des Pandorea Meursault 2017,2017,7106044,4.2,78.17793297545212,Laurent Ponsot,119,fr,oak,35,earth,27,microbio,23,citrus_fruit,22,tree_fruit,19
1512,Margaux (Grand Cru Classé) 2019,2019,73555,4.2,59.13459032758559,Château Dauzac,119,fr,oak,530,black_fruit,420,earth,416,non_oak,353,spices,254
1513,Pauillac (Grand Cru Classé) 1985,1985,1148035,4.4,120.22362897955747,Château Grand-Puy-Lacoste,118,fr,oak,1518,earth,1387,black_fruit,1201,non_oak,1027,spices,516
1514,Brut Nature Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V.,N.V.,4614588,3.9,58.633449731589096,Champagne Lombard,117,fr,citrus_fruit,17,earth,12,tree_fruit,7,non_oak,3,oak,3
1515,Châteauneuf-du-Pape 2019,2019,1099112,4.2,55.12546555961368,Domaine de Marcoux,117,fr,oak,183,red_fruit,181,earth,180,spices,130,black_fruit,126
1516,Barolo Sorì Ginestra 2017,2017,16637,4.5,78.17793297545212,Conterno Fantino,117,fr,earth,192,oak,187,red_fruit,126,non_oak,109,spices,101
1517,Sauternes (Lur Saluces) 1994,1994,84178,4.0,89.20302608737487,Château de Fargues,116,fr,earth,248,tree_fruit,212,citrus_fruit,140,oak,126,non_oak,102
1518,Palette Blanc 2019,2019,99629,4.1,55.02523744041439,Château Simone,116,fr,earth,147,oak,124,tree_fruit,113,non_oak,79,microbio,77
1519,Pauillac (Grand Cru Classé) 1986,1986,1126809,4.2,63.09360103595784,Château Grand-Puy Ducasse,116,fr,oak,617,earth,508,black_fruit,505,non_oak,431,spices,246
1520,Clos des Grives Crozes-Hermitage Rouge 2019,2019,1105466,4.5,55.12546555961368,Combier,116,fr,oak,77,earth,72,black_fruit,71,spices,62,non_oak,51
1521,Nuits-Saint-Georges 1er Cru Les Poréts 2015,2015,1665414,4.2,94.51511640493764,Domaine Faiveley,116,fr,red_fruit,119,oak,95,earth,93,non_oak,55,spices,47
1522,Clos de la Bergerie 2011,2011,2387948,4.2,69.15740224751535,Nicolas Joly,116,fr,earth,96,tree_fruit,85,citrus_fruit,68,oak,40,non_oak,40
1523,Clos de la Bergerie 2011,2011,2387948,4.2,69.15740224751535,Nicolas Joly,116,fr,earth,96,tree_fruit,85,citrus_fruit,68,oak,40,non_oak,40
1524,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,2014,1137135,4.4,92.71101025935027,Château Beausejour (héritiers Duffau-Lagarrosse),115,fr,oak,208,earth,203,black_fruit,169,non_oak,123,red_fruit,93
1525,Pauillac (Grand Cru Classé) 1991,1991,1125543,4.4,147.33533522296747,Château Pichon Longueville Comtesse de Lalande,115,fr,oak,2169,earth,1908,black_fruit,1599,non_oak,1492,spices,681
1526,Pomerol 2008,2008,1112303,4.1,65.24850559874274,Château Vray Croix de Gay,114,fr,oak,107,earth,95,black_fruit,75,non_oak,50,red_fruit,39
1527,Millésimé Brut Champagne 1995,1995,1151129,4.3,130.24644089948723,Henriot,114,fr,tree_fruit,298,non_oak,281,oak,259,microbio,228,citrus_fruit,220
1528,Sauternes (Grand Cru Classé) 1998,1998,90093,4.2,68.15512105552237,Château de Malle,114,fr,earth,160,tree_fruit,122,citrus_fruit,93,oak,86,non_oak,75
1529,Beaune 1er Cru 'Clos de la Mousse' (Monopole) 2015,2015,1206382,4.3,70.04943250838909,Bouchard Père & Fils,114,fr,red_fruit,74,earth,72,oak,53,microbio,35,spices,29
1530,Volnay Champans 1er Cru 2018,2018,76333,4.4,149.33989760695343,Domaine Marquis d'Angerville,113,fr,red_fruit,203,earth,149,oak,117,spices,95,non_oak,79
1531,Pauillac (Grand Cru Classé) 2019,2019,4091,4.1,54.824781202015785,Château d'Armailhac,113,fr,oak,1439,earth,1247,black_fruit,1209,non_oak,946,spices,547
1532,Pommard 'Clos des Ursulines' (Monopole) 2012,2012,1188236,4.1,111.45366854961894,Domaine du Pavillon,113,fr,red_fruit,77,oak,58,earth,56,non_oak,41,black_fruit,27
1533,Sito Moresco Langhe 2020,2020,66214,4.2,59.13459032758559,Gaja,113,fr,oak,637,red_fruit,637,earth,613,non_oak,350,black_fruit,344
1534,Pouilly-Fuissé 'Clos des Quarts' Monopole 2018,2018,1531985,4.2,64.58031813741408,Château des Quarts,113,fr,oak,118,microbio,103,earth,80,tree_fruit,77,citrus_fruit,67
1535,Saint-Julien (Grand Cru Classé) 2018,2018,1166785,4.0,62.14143390356451,Château Langoa Barton,112,fr,oak,843,black_fruit,752,earth,729,non_oak,559,spices,328
1536,Saint-Émilion Grand Cru (Grand Cru Classé) 1998,1998,1190075,4.0,50.063945540049154,Château Grand Corbin-Despagne,112,fr,oak,207,earth,182,black_fruit,181,non_oak,132,red_fruit,103
1537,Pauillac (Grand Cru Classé) 1983,1983,79762,4.2,110.20081705962772,Château Pichon Baron,112,fr,oak,1966,earth,1696,black_fruit,1515,non_oak,1362,spices,675
1538,12 Ans de Cave à Minima Brut Champagne N.V.,N.V.,9021132,4.3,85.19390131940295,Gosset,111,fr,tree_fruit,12,microbio,9,non_oak,8,citrus_fruit,7,oak,7
1539,Gevrey-Chambertin 2018,2018,1491557,4.0,56.42843110920455,David Duband,111,fr,earth,73,red_fruit,69,oak,63,non_oak,36,spices,32
1540,Gevrey-Chambertin 1er Cru 'Les Cazetiers' 2016,2016,45624,4.3,98.62446929210884,Domaine Faiveley,110,fr,red_fruit,112,earth,103,oak,99,non_oak,61,spices,45
1541,Saint-Julien (Grand Cru Classé) 1979,1979,1115658,4.0,90.1551932197682,Château Léoville Poyferré,110,fr,oak,1947,earth,1610,black_fruit,1597,non_oak,1379,spices,702
1542,Pessac-Léognan Blanc 2010,2010,1441980,3.9,56.12774675160666,Château de Fieuzal,110,fr,oak,137,citrus_fruit,131,tree_fruit,118,earth,111,non_oak,101
1543,Tinto 2016,2016,9594951,4.4,95.21671323933272,Vivaltus,110,fr,red_fruit,13,oak,9,non_oak,8,earth,7,black_fruit,5
1544,Pessac-Léognan (Grand Cru Classé de Graves) 2019,2019,1154913,4.0,73.3168691942862,Domaine de Chevalier,109,fr,oak,1293,earth,1102,black_fruit,955,non_oak,884,spices,520
1545,Chablis Premier Cru Vaulorent 2013,2013,1493925,4.1,107.74522813924492,Domaine William Fèvre,109,fr,earth,86,citrus_fruit,79,tree_fruit,64,oak,62,microbio,45
1546,Haut-Médoc (Grand Cru Classé) 1990,1990,13793,4.1,109.24864992723438,Château Cantemerle,109,fr,oak,1575,black_fruit,1402,earth,1327,non_oak,1054,spices,701
1547,Saint-Estèphe 1985,1985,68514,3.9,85.14378725980332,Château Haut-Marbuzet,108,fr,oak,374,earth,339,black_fruit,299,non_oak,247,red_fruit,163
1548,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,2017,43154,4.3,141.22141995181033,Clos Fourtet,108,fr,oak,413,black_fruit,349,earth,332,non_oak,259,red_fruit,187
1549,Pauillac (Grand Cru Classé) 2017,2017,1099398,4.2,59.9698246542464,Château Haut-Batailley,108,fr,oak,776,earth,663,black_fruit,628,non_oak,523,spices,293
1550,Pomerol 2016,2016,1099243,4.1,99.22583800730465,Château Le Bon Pasteur,107,fr,oak,324,black_fruit,258,earth,236,non_oak,200,spices,137
1551,Toscana 2017,2017,1101590,4.3,58.13230913559261,Caiarossa,107,fr,oak,379,earth,296,black_fruit,293,non_oak,242,red_fruit,192
1552,Les Gryphées Vieilles Vignes 2015,2015,5818128,4.4,124.28286780712902,Jean François Ganevat,107,fr,earth,31,citrus_fruit,22,oak,22,tree_fruit,20,microbio,17
1553,Nuits-Saint-Georges 2016,2016,82974,4.0,64.14599628755046,Domaine Henri Gouges,106,fr,red_fruit,151,earth,124,oak,97,non_oak,53,microbio,52
1554,Chablis Grand Cru 'Moutonne' (Monopole) 2018,2018,1188795,4.4,148.83875701095693,Domaine Long Depaquit,106,fr,earth,104,tree_fruit,95,oak,87,citrus_fruit,67,microbio,55
1555,Pomerol 1997,1997,18555,3.9,88.20074489538189,Château Gazin,106,fr,oak,572,earth,468,black_fruit,419,non_oak,371,red_fruit,229
1556,Pauillac (Grand Cru Classé) 2019,2019,14362,4.3,110.25093111922736,Château Pontet-Canet,106,fr,oak,2621,black_fruit,2487,earth,2300,non_oak,1711,spices,1020
1557,Chambolle-Musigny Vieilles Vignes 2015,2015,2359198,4.3,92.2098696633538,Géantet-Pansiot,105,fr,earth,23,red_fruit,21,oak,17,microbio,10,non_oak,8
1558,Margaux 1997,1997,1101461,4.1,126.28743019111498,Château Rauzan-Gassies,105,fr,oak,301,black_fruit,241,earth,224,non_oak,196,red_fruit,97
1559,Clos des Porrets Nuits-Saint-Georges 1er Cru 2016,2016,82970,4.2,79.07998604824581,Domaine Henri Gouges,105,fr,red_fruit,184,earth,131,oak,103,black_fruit,69,non_oak,57
1560,Saint-Émilion Grand Cru (Grand Cru Classé) 2002,2002,1167555,4.4,115.66324955598944,Château Pavie Decesse,105,fr,oak,165,black_fruit,123,earth,119,non_oak,89,red_fruit,62
1561,The Vanguard Pinot Noir 2017,2017,2309670,4.3,89.48700575843954,The Hilt,104,fr,red_fruit,116,oak,82,earth,76,non_oak,57,black_fruit,55
1562,Marlène No. 3 2006,2006,1890207,4.3,98.22355681531164,Peyre Rose,104,fr,earth,37,oak,32,non_oak,26,spices,20,black_fruit,18
1563,Chassagne-Montrachet 1er Cru 'Les Embrazées' 2018,2018,1820833,4.3,74.16880820748023,Vincent & Sophie Morey,103,fr,oak,65,microbio,54,earth,49,non_oak,36,tree_fruit,34
1564,Sauternes (Premier Grand Cru Classé) 2011,2011,2288434,4.4,51.116340791641775,Château Rabaud-Promis,103,fr,earth,111,tree_fruit,88,citrus_fruit,72,non_oak,50,oak,50
1565,Pauillac 2009,2009,1166646,3.9,55.12546555961368,Château La Bécasse,103,fr,black_fruit,14,oak,14,earth,12,red_fruit,9,non_oak,6
1566,Nekaj 2016,2016,2115482,4.2,52.61976257963124,Damijan Podversic,102,fr,citrus_fruit,52,earth,48,oak,33,tree_fruit,33,non_oak,24
1567,Les Arboises Saumur Rouge 2015,2015,1175822,4.1,65.14827747954344,Guiberteau,102,fr,earth,55,oak,45,non_oak,34,red_fruit,31,black_fruit,30
1568,Sauternes (Lur Saluces) 2009,2009,84178,4.5,113.2577746952063,Château de Fargues,102,fr,earth,248,tree_fruit,212,citrus_fruit,140,oak,126,non_oak,102
1569,Pessac-Léognan (Grand Cru Classé de Graves) 2019,2019,17656,4.4,119.27146184716416,Château Smith Haut-Lafitte,102,fr,oak,1277,earth,1072,black_fruit,997,non_oak,834,spices,522
1570,Saint-Émilion Grand Cru (Grand Cru Classé) 2018,2018,1195642,4.3,50.59849550911207,Château Villemaurine,102,fr,oak,161,black_fruit,128,earth,121,non_oak,100,spices,81
1571,Clos du Marquis Saint-Julien 2018,2018,1152438,4.0,75.77245811466899,Château Léoville Las Cases,102,fr,oak,998,black_fruit,876,earth,813,non_oak,656,spices,385
1572,Chablis Grand Cru 'Les Vaudésirs' 2018,2018,1241593,4.2,76.07314247226688,Domaine Long Depaquit,101,fr,earth,40,citrus_fruit,33,tree_fruit,32,oak,31,non_oak,22
1573,Pomerol 2013,2013,1163799,4.3,99.22583800730465,Château Le Gay,101,fr,oak,214,black_fruit,179,earth,179,non_oak,116,red_fruit,69
1574,Sauternes (Lur Saluces) 2004,2004,84178,4.4,113.2577746952063,Château de Fargues,101,fr,earth,248,tree_fruit,212,citrus_fruit,140,oak,126,non_oak,102
1575,Réserve (de la Comtesse) Pauillac 1994,1994,1135843,4.1,88.20074489538189,Château Pichon Longueville Comtesse de Lalande,100,fr,oak,1072,black_fruit,861,earth,799,non_oak,722,spices,505
1576,Barolo Villero 2016,2016,5775,4.2,89.70416668337135,Oddero,100,fr,earth,76,oak,60,red_fruit,59,spices,29,non_oak,27
1577,Monopole Nuits-Saint-Georges 1er Cru 'Clos de Thorey' 2014,2014,2423302,4.3,67.35329610192798,Domaine de la Vougeraie,100,fr,red_fruit,34,earth,31,oak,24,spices,19,non_oak,18
1578,Pessac-Léognan (Grand Cru Classé de Graves) 2019,2019,1143938,4.1,55.12546555961368,Château Malartic-Lagravière,100,fr,oak,617,black_fruit,547,earth,524,non_oak,418,spices,260
1579,Beaune 1er Cru 'Clos de la Mousse' (Monopole) 2013,2013,1206382,4.2,65.14827747954344,Bouchard Père & Fils,100,fr,red_fruit,74,earth,72,oak,53,microbio,35,spices,29
1580,Chablís 2019,2019,1098891,4.1,124.28286780712902,Vincent Dauvissat,100,fr,earth,129,citrus_fruit,119,tree_fruit,91,microbio,53,oak,52
1581,La Clarté de Haut-Brion Pessac-Léognan Blanc (Les Plantiers du Haut-Brion) 2017,2017,1148850,4.3,106.74294694725197,Château Haut-Brion,99,fr,oak,121,earth,120,tree_fruit,111,citrus_fruit,109,microbio,84
1582,Barolo Ginestra Vigna del Gris 2016,2016,16639,4.3,68.15512105552237,Conterno Fantino,99,fr,oak,107,earth,107,red_fruit,74,black_fruit,71,non_oak,61
1583,Cornas 2017,2017,1105486,4.0,53.12090317562773,Domaine du Tunnel,99,fr,black_fruit,95,spices,70,oak,67,earth,63,non_oak,45
1584,Châteauneuf-du-Pape Barbe Rac  2013,2013,20661,4.3,90.20530727936784,M. Chapoutier,99,fr,oak,111,earth,92,black_fruit,90,spices,83,red_fruit,81
1585,Barsac (Grand Cru Classé) 2017,2017,1838753,4.1,52.11862198363475,Château Doisy-Daëne,99,fr,earth,395,tree_fruit,325,citrus_fruit,211,oak,166,non_oak,160
1586,Chassagne-Montrachet Rouge 2016,2016,3996141,4.2,79.1802141674451,Jean-Claude Ramonet,99,fr,red_fruit,56,oak,33,earth,33,non_oak,20,spices,17
1587,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2007,2007,1197479,4.2,109.24864992723438,Domaine de Chevalier,98,fr,citrus_fruit,247,earth,245,oak,228,tree_fruit,202,microbio,154
1588,Gigondas Les Hautes Garrigues 2016,2016,2860621,4.2,73.66766761148374,Domaine Santa Duc,98,fr,oak,44,earth,41,black_fruit,36,spices,30,red_fruit,28
1589,Plein Sud 2018,2018,1768587,4.4,107.24408754324844,Jean François Ganevat,98,fr,red_fruit,22,earth,14,oak,9,non_oak,6,spices,5
1590,Morey-Saint-Denis 2017,2017,1213939,4.1,67.1528398635294,Domaine Arlaud,98,fr,red_fruit,55,earth,49,oak,39,black_fruit,27,non_oak,19
1591,Saint-Julien (Grand Cru Classé) 2019,2019,22685,4.3,98.22355681531164,Château Léoville Barton,98,fr,oak,2307,earth,2011,black_fruit,1963,non_oak,1609,spices,849
1592,Pauillac (Grand Cru Classé) 2019,2019,79262,4.3,143.32621045499556,Château Lynch-Bages,98,fr,oak,2516,earth,2306,black_fruit,2038,non_oak,1737,spices,776
1593,Pouilly-Fuissé Vieilles Vignes 2019,2019,1695429,4.1,60.13687151957856,Vessigaud,97,fr,oak,114,microbio,88,citrus_fruit,76,tree_fruit,71,earth,64
1594,Château d'Ampuis Côte-Rôtie 2018,2018,36374,4.2,90.20530727936784,E. Guigal,97,fr,oak,560,earth,442,black_fruit,422,spices,412,non_oak,380
1595,Hermitage Rouge 2018,2018,77524,4.4,77.67679237945565,Tardieu-Laurent,97,fr,oak,109,earth,84,black_fruit,80,non_oak,71,spices,64
1596,Morey-Saint-Denis Cuvée des Grives 2016,2016,85052,4.2,119.27146184716416,Domaine Ponsot,96,fr,red_fruit,44,earth,32,oak,30,non_oak,20,black_fruit,16
1597,Pessac-Léognan (Grand Cru Classé de Graves) 1982,1982,17656,4.2,120.22362897955747,Château Smith Haut-Lafitte,96,fr,oak,1277,earth,1072,black_fruit,997,non_oak,834,spices,522
1598,Riesling 'Le Gallais' Wiltinger Braune Kupp Kabinett 2018,2018,86691,4.3,55.12546555961368,Egon Müller - Scharzhof,95,fr,earth,57,tree_fruit,47,citrus_fruit,37,tropical_fruit,20,floral,11
1599,Saint-Émilion Grand Cru (Grand Cru Classé) 2018,2018,1099535,4.2,69.15740224751535,Château La Dominique,95,fr,oak,422,black_fruit,357,earth,354,non_oak,265,red_fruit,190
1600,Nuits-Saint-Georges 1er Cru Les Poréts 2018,2018,1665414,4.3,85.19390131940295,Domaine Faiveley,95,fr,red_fruit,119,oak,95,earth,93,non_oak,55,spices,47
1601,Chambolle-Musigny 2014,2014,73200,3.9,50.02385429236944,Bouchard Père & Fils,94,fr,red_fruit,52,earth,33,oak,29,spices,22,non_oak,18
1602,Pommard 'Clos des Ursulines' (Monopole) 2017,2017,1188236,4.4,59.83618716198067,Domaine du Pavillon,94,fr,red_fruit,77,oak,58,earth,56,non_oak,41,black_fruit,27
1603,Margaux 1983,1983,1101461,4.1,85.19390131940295,Château Rauzan-Gassies,94,fr,oak,301,black_fruit,241,earth,224,non_oak,196,red_fruit,97
1604,Perlé Nero 2008,2008,6482899,4.2,70.15968343950833,Ferrari,94,fr,non_oak,10,tree_fruit,9,citrus_fruit,8,oak,6,earth,6
1605,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1994,1994,1145360,4.4,104.18712990766986,Château Canon,93,fr,oak,613,black_fruit,538,earth,511,non_oak,429,red_fruit,305
1606,Nuits-Saint-Georges 2017,2017,24131,4.2,104.18712990766986,Joseph Drouhin,93,fr,red_fruit,67,earth,64,oak,47,non_oak,29,microbio,26
1607,Pessac-Léognan (Grand Cru Classé de Graves) 2018,2018,94825,4.1,57.73139665879542,Château de Fieuzal,93,fr,oak,647,earth,547,black_fruit,459,non_oak,454,spices,249
1608,Pessac-Léognan 1990,1990,1645929,4.1,55.07535150001403,Château Carbonnieux,93,fr,oak,430,earth,400,black_fruit,294,non_oak,271,spices,174
1609,Les Memoires Saumur-Champigny 2018,2018,2152939,4.0,51.01611267244248,Domaine des Roches Neuves,93,fr,red_fruit,30,earth,27,black_fruit,21,oak,15,spices,14
1610,Sauvignon Blanc 2018,2018,79767,4.5,146.3330540309745,Eisele Vineyard,92,fr,tree_fruit,53,citrus_fruit,52,tropical_fruit,49,microbio,32,earth,27
1611,Margaux (Grand Cru Classé) 2019,2019,81864,4.1,53.30465472749311,Château Cantenac Brown,92,fr,oak,799,black_fruit,665,earth,602,non_oak,533,spices,393
1612,Nuits-Saint-Georges 1er Cru Les Poréts 2017,2017,1665414,4.3,82.18705774342403,Domaine Faiveley,92,fr,red_fruit,119,oak,95,earth,93,non_oak,55,spices,47
1613,Crozes Hermitage Domaine Mule Blanche 2015,2015,10927,3.9,59.93641528117997,Paul Jaboulet Aîné,92,fr,tree_fruit,130,earth,122,oak,88,citrus_fruit,88,microbio,71
1614,Margaux (Grand Cru Classé) 1986,1986,73555,4.0,77.12553772385951,Château Dauzac,92,fr,oak,530,black_fruit,420,earth,416,non_oak,353,spices,254
1615,Saint-Julien (Grand Cru Classé) 2019,2019,1172272,3.9,53.72227189082352,Château Branaire-Ducru,92,fr,oak,1208,black_fruit,1041,earth,983,non_oak,774,spices,502
1616,Saint-Émilion Grand Cru (Grand Cru Classé) 2018,2018,14515,4.0,56.528659228403846,Clos de l'Oratoire,91,fr,oak,335,black_fruit,329,earth,280,non_oak,222,red_fruit,160
1617,Domaine des Pierrelles Côte Rôtie 2015,2015,4588125,4.3,77.17565178345916,Paul Jaboulet Aîné,91,fr,black_fruit,40,earth,32,oak,29,spices,28,red_fruit,16
1618,Hors Categorie Brut Champagne N.V.,N.V.,4781734,4.2,87.19846370338891,Castelnau,91,fr,oak,9,non_oak,7,microbio,5,tree_fruit,4,citrus_fruit,4
1619,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2013,2013,1174521,4.0,70.6608240355048,Château Malartic-Lagravière,91,fr,citrus_fruit,152,tree_fruit,135,earth,126,oak,121,microbio,77
1620,Gigondas Les Hautes Garrigues 2017,2017,2860621,4.2,52.82021881802984,Domaine Santa Duc,91,fr,oak,44,earth,41,black_fruit,36,spices,30,red_fruit,28
1621,Margaux (Grand Cru Classé) 2019,2019,1168278,4.1,64.44668064514836,Château d'Issan,91,fr,oak,857,earth,778,black_fruit,691,non_oak,565,spices,347
1622,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,2019,1389505,4.2,93.71329145134324,Château Canon-La-Gaffelière,91,fr,oak,658,black_fruit,534,earth,509,non_oak,462,spices,339
1623,La Tyre Madiran 2009,2009,86849,4.3,125.285148999122,Château Montus,90,fr,oak,59,earth,54,black_fruit,44,non_oak,30,spices,15
1624,Domaine Grand Veneur Châteauneuf-Du-Pape Les Origines 2016,2016,1202570,4.1,100.12789108009832,Alain Jaume,90,fr,black_fruit,108,oak,100,earth,89,red_fruit,74,spices,64
1625,Colli di Salerno Rosso 2002,2002,1099897,4.1,52.11862198363475,Montevetrano,90,fr,earth,209,oak,207,black_fruit,181,non_oak,132,red_fruit,105
1626,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,2019,1153828,4.2,77.67679237945565,Château La Gaffelière,90,fr,oak,534,earth,462,black_fruit,423,non_oak,323,red_fruit,237
1627,Sauternes Barsac (Premier Grand Cru Classé) 2018,2018,2677769,4.1,55.08537431193396,Château Coutet,90,fr,earth,824,tree_fruit,675,citrus_fruit,430,oak,411,non_oak,361
1628,Barolo Pajana 2016,2016,92707,4.3,100.6290316760948,Domenico Clerico,90,fr,oak,192,earth,178,red_fruit,127,non_oak,106,black_fruit,99
1629,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,2013,2038623,4.1,122.27830542314308,Château Belair-Monange,90,fr,oak,214,black_fruit,171,earth,164,non_oak,130,red_fruit,99
1630,Saint-Émilion Grand Cru 2014,2014,3649742,4.1,120.27374303915713,Château Quintus,90,fr,oak,29,black_fruit,27,earth,23,non_oak,21,red_fruit,17
1631,Côtes du Rhône Villages Rasteau 2013,2013,779295,4.3,79.1802141674451,Domaine Gourt de Mautens,89,fr,oak,81,earth,79,black_fruit,75,spices,51,red_fruit,50
1632,Gevrey-Chambertin 1er Cru 'Lavaux St Jacques' 2017,2017,779310,4.3,68.05489293632307,Domaine Tortochot,89,fr,red_fruit,47,oak,42,earth,41,non_oak,32,spices,28
1633,Pinot Gris Alsace Grand Cru Rangen de Thann Clos Saint Urbain 2009,2009,1426955,4.2,109.24864992723438,Domaine Zind Humbrecht,89,fr,earth,79,tree_fruit,62,oak,37,non_oak,36,microbio,34
1634,Vigne de l'Enfant Jésus Beaune 1er Cru 'Les Grèves' 2018,2018,13465,4.4,110.15070300002806,Bouchard Père & Fils,89,fr,red_fruit,309,oak,267,earth,262,non_oak,148,black_fruit,118
1635,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,2019,1153702,4.2,114.26005588719929,Château Troplong Mondot,88,fr,oak,939,black_fruit,795,earth,783,non_oak,603,spices,370
1636,Margaux 1989,1989,778823,4.2,60.08675745997891,Château Siran,88,fr,oak,489,black_fruit,405,earth,384,non_oak,297,spices,248
1637,Chambolle-Musigny 2015,2015,1128601,4.0,73.1164129558876,Amiot-Servelle,88,fr,red_fruit,53,earth,47,oak,43,spices,33,non_oak,30
1638,Garnacha 2019,2019,98782,4.4,54.1231843676207,Alto Moncayo,88,fr,oak,757,non_oak,547,black_fruit,547,spices,487,earth,450
1639,Vieilles Vignes Chassagne-Montrachet Rouge 2019,2019,1940938,4.3,90.20530727936784,Vincent & Sophie Morey,88,fr,earth,25,oak,25,red_fruit,17,microbio,13,non_oak,10
1640,Volnay 1er Cru En Chevret 2015,2015,1507361,4.2,59.13459032758559,Louis Latour,87,fr,red_fruit,58,earth,42,oak,34,black_fruit,23,spices,20
1641,L'Esprit de Chevalier Pessac-Léognan Blanc 2016,2016,3392415,3.8,85.19390131940295,Domaine de Chevalier,87,fr,earth,92,citrus_fruit,87,oak,72,tree_fruit,68,microbio,45
1642,Antonino Izquierdo Vendimia Seleccionada 2006,2006,1184444,4.2,57.13002794359964,Izquierdo,87,fr,oak,19,black_fruit,13,earth,13,red_fruit,11,spices,11
1643,Metairies du Clos Vieilles Vignes Pic Saint Loup 2013,2013,1181540,3.9,73.16652701548725,Clos Marie,87,fr,earth,22,black_fruit,16,oak,16,spices,12,red_fruit,11
1644,Beaune Champs-Pimont 1er Cru Rouge 2016,2016,1215349,4.4,93.21215085534676,Domaine Jacques Prieur,87,fr,oak,46,earth,35,non_oak,29,red_fruit,29,microbio,17
1645,Beaune Premier Cru Toussaints 2016,2016,2126937,3.9,60.237099638777856,Château de Meursault,86,fr,red_fruit,7,oak,7,earth,6,black_fruit,4,spices,1
1646,Vintage Port 2015,2015,1099392,4.4,83.13922487581736,Quinta do Vesuvio,86,fr,oak,144,black_fruit,142,dried_fruit,104,non_oak,97,earth,83
1647,Chambolle-Musigny 2016,2016,1128601,4.2,68.15512105552237,Amiot-Servelle,86,fr,red_fruit,53,earth,47,oak,43,spices,33,non_oak,30
1648,Côtes de Bourg 2018,2018,1174700,4.5,88.20074489538189,Roc de Cambes,86,fr,oak,378,earth,281,black_fruit,268,non_oak,243,spices,172
1649,Château Haut-Bailly (Cru Classé de Graves) 1986,1986,13632,4.2,95.16659917973308,Château Haut-Bailly,86,fr,oak,788,earth,720,black_fruit,636,non_oak,541,red_fruit,331
1650,Alsace Grand Cru 'Altenberg de Bergheim' 2016,2016,1193651,4.2,70.15968343950833,Marcel Deiss,86,fr,earth,91,tree_fruit,69,citrus_fruit,41,tropical_fruit,29,microbio,28
1651,Saint-Émilion Grand Cru (Grand Cru Classé) 1990,1990,1300273,4.2,142.32392926300258,Château l'Arrosee,86,fr,oak,190,earth,150,black_fruit,130,non_oak,119,red_fruit,96
1652,Margaux (Grand Cru Classé) 2019,2019,3110,4.2,102.73382217928004,Château Rauzan-Ségla,86,fr,oak,1165,earth,961,black_fruit,925,non_oak,801,spices,453
1653,Balthus Bordeaux Supérieur 2011,2011,22346,4.1,70.10956937990868,Château de Reignac,85,fr,oak,26,black_fruit,23,non_oak,19,spices,15,earth,14
1654,Saint-Julien (Grand Cru Classé) 2018,2018,1181214,4.2,75.1710893994732,Château Saint-Pierre,85,fr,oak,438,black_fruit,398,earth,379,non_oak,306,spices,193
1655,Haut-Médoc (Grand Cru Classé) 1982,1982,63094,4.0,55.07535150001403,Château de Camensac,85,fr,oak,547,black_fruit,459,earth,418,non_oak,336,spices,238
1656,L'Esprit de Chevalier Pessac-Léognan Blanc 2012,2012,3392415,4.1,78.17793297545212,Domaine de Chevalier,84,fr,earth,92,citrus_fruit,87,oak,72,tree_fruit,68,microbio,45
1657,Nuits-Saint-Georges Vieilles Vignes 2018,2018,1283696,4.1,64.14599628755046,Domaine Daniel Rion & Fils,84,fr,red_fruit,51,earth,32,oak,27,microbio,20,spices,19
1658,Garrus Rosé 2020,2020,1647837,4.6,100.12789108009832,Château d'Esclans,84,fr,oak,137,red_fruit,93,microbio,88,non_oak,73,earth,66
1659,Les Pruliers Nuits-Saint-Georges 1er Cru 2015,2015,82982,4.3,95.11648512013342,Domaine Henri Gouges,84,fr,earth,96,red_fruit,75,oak,58,black_fruit,54,spices,31
